	댓글번호	댓글내용	답글수	pos길이	본문/전체명사	본문/전체명사종류	자카드	nonset자카드	자카드명사	nonset자카드명사
18	19	지금 미국은 부정선거의 증거가 너무 많아서 바이든이 대통령되기는 커녕 감빵갈 기세다..개표현장에서 부정투표투입..공화당참관인거부등등의 부정행위가 발생했다고 주장하는 증인들만 수백명이 나왔다..소송중인 지역제외하면 트럼프가 232명 바이든이 227명인데도 가짜 주류언론들은 바이든이 306명확보했다고 가짜뉴스를 퍼뜨리고 있다..미국이 어쩌다가 뉴욕타임스 워싱턴포스트 NBC ABC CBS CNN등 모든 주류매체가 좌파만 편드는 지경이 되었는지..국민들은 가짜언론과는 정반대로 트럼프가 재임할거라고 믿고있다..	1.0	143	0.5208333333333334	0.48717948717948717	0.1175115207373272	0.22580645161290322	0.09223300970873786	0.12135922330097088
16	17	경악할만큼의 거대한 부정선거가 오래전부터 준비되어왔고 바이든, 민주당, 주류미디어, 중공자본이나 세력들이 개입했다  그러나 미국 그렇게 호락호락한 나라가 아니다 이런 개막장선거에 무너지지 않는다 바지사장 바이든이나 민주당이 떼를 쓰고있지만 현재 헌법에 입각해서 체계적으로 수사를 진행하고 있으며 계속 그 전모가 확실하게 드러나고 있다 누가 당선되는걸 넘어서 국가존립의 근간을 뒤흔드는 사악한 세력들이 체포될것이고 반역죄가 적용되는 인물들은 최대 종신형을 받을것이다우리나라 언론들도 CNN 가짜뉴스 베끼기하지말고 바르게 보도하라	2.0	149	0.30434782608695654	0.2682926829268293	0.11235955056179775	0.20898876404494382	0.05092592592592592	0.06481481481481481
15	16	우리나라 국민들 너무나 개돼지들이다..대법원에서 재검표시한인 6개월을 훌쩍 넘겨도 아직 재검표안하는 이유가 뭔데?????? 투표함까면 부정선거들통나니까 7개월째 재검표를 안하고 문재인 임기끝날때까지 끌고 갈려고 한다..이건 공정한 투표와 개표를 통해 보장받아야할 국민주권을 정면으로 침해한 행위로서 문재인과 민주당은 반역죄로 처단되어야만 한다..미국은 10일만에 재검표했는데 한국은 7개월을 넘겨버렸다..이건 나라가 아니다..문재인집단의 소유물이 된거다..반드시 보복해서 국민주권을 되찾아야한다..	0.0	146	0.275	0.3125	0.10633484162895927	0.17873303167420815	0.04807692307692308	0.052884615384615384
12	13	미국은 이미 청문회하고~ 경합주부터 해서 거이다 결과보류 판사들이 때렸던데..  결론은 부정표 제외 이미 조지아주,애리조나,펜실베니아,위스콘신은  부정표빼면 트럼프 역전승. 미국은 부정선거는 교수형감이라 이미 내부고발자가 엄청나게 늘어서 증거는 차고 넘치죠. 이렇게 되면 12월14일전에 주법원 결정만 으로 트럼프가 승리할수있지만, 바이든이 인정하면 모든 관련자들 감빵행이라 절대 인정안하고 항소할겁니다. 결국 트럼프가 어제말한대로 기다리고  연방대법원가면 끝나는 싸움입니다.	0.0	133	0.40425531914893614	0.37209302325581395	0.09932279909706546	0.17607223476297967	0.07511737089201878	0.0892018779342723
42	43	언론은 진실을 밝히기 위해 투쟁해야 하는데......왜 미국에서 발표되고 심리되는 부정선거 청문회, 폭로, 증거, 증인들의 증언과 .......이 과정들은 하나도 보도되지 않지? 이러고도 너희들이 진실을 밝히는 언론이라고 할수 있나? 조금만 찾아봐도 자료가 많이 나오는데.....그것도 찌라시가 아니라 법원 판결, 기소,  청문회 발표와 반박 내용들인데......내가 어떻게 주류언론을 범죄자로 보지 않을 이유가 뭐요?	0.0	116	0.45161290322580644	0.4230769230769231	0.09859154929577464	0.176056338028169	0.05472636815920398	0.06965174129353234
63	64	트럼프가 이기고 있고 아직 270석이 안됐을 뿐이고 증거들과 증인들이 넘쳐나고 있고 파웰 변호사는 트럼프 팀이 아닌 별게의 법률팀으로 연방법원에서 끝장낸 답니다. 도미니언 돈먹은 주지사들 파웰의 인터뷰 한방에 투표 재검표한 거 문제 있었다고 실토했어요. 미국은 지금 페이스북, 구글,트위터 까지 민주당에 불리한 것들 다 차단하고 청문회 의원 것까지도 차단했다가 난리 났어요. 미국인들 목숨 걸고 양심 선언하고 도미니언 대표가 트럼프 이길 수 없게 해놨다는 녹취록까지 뉴스에 공개됐어요.엠킴tv.박상후의문명개화,공병호tv.NTDkorea	0.0	142	0.27450980392156865	0.25	0.09684684684684684	0.18693693693693694	0.0502283105022831	0.0639269406392694
41	42	투쟁은 개뿔이나. 그 날짜에 대선이 끝난다. 정부와 기레기들이 이상한 언론에서 기사를 퍼 날라가지고 국민들 머리 아프개 하냐? 11월에 선거인단 선거 한거고 6개 주에서 부정선거 증거 때문에 현재 소송 중이고. 6개주애서 선거인단 확정되고 12월 14일에 선거인단이 대통령선거 하는거다. 검색만해도 나오는 내용을 정부와 기레기들이 선동하네 거참.	0.0	101	0.5666666666666667	0.5	0.09352517985611511	0.17266187050359713	0.06060606060606061	0.08585858585858586
39	40	트럼프 후보가 선거 결과를 12월 8일에 수용 할 것이다. 그는 선거인단 선거에서 패하면 백악관을 비울 것이며 비워줘야 한다. 만약 반란표가 나온다해도 전체의 결과가 뒤집어지진 않을 것이다.워낙 많은 선거인단을 바이던이 확보하였으므로...	0.0	69	0.7058823529411765	0.6428571428571429	0.08557457212713937	0.1271393643031785	0.04712041884816754	0.06282722513089005
88	89	"그렇다면 트럼프나 바이든이나 누가 대통령이 될 것인지를 물었다. 주님께서 응답하셨다... 유성들과 소행성이 떨어질 것이므로 대통령이 되는 사람은 아무도 없을 것이다. 혼돈과 파괴가 너희의 땅을 가득 메울 것이고 (인간)사람들은 무릎을 꿇고 그들이 보는 것에 대해 울부짖을 것이다 (성경말씀)진리를 위해 내게 와야 한다/예수를 찾아라 그렇지 않으면 너희는  냉담/냉혈동물처럼 될 것이다(동떨어진 의미, 무관심하다는 의미).""  종/하인"	0.0	130	0.25	0.2	0.08428246013667426	0.1776765375854214	0.024271844660194174	0.03398058252427184
7	8	기레기가 쓴 기사 내용만봐도 누가 이길건지 뻔히 알겠는데 어떻게 뻔한 거짓말을 할수있지?  바이든이 8천만표..트럼프가 7천3백만 표...합치면 1억5천이 넘는데... 미국 유권자 100%가 넘는 투표율이다.  이게 가능하냐?  기레기야?  누가봐도 부정선거 사기극 인데 손바닥으로 하늘을 가린다고 가려질까?  한국 기레기 놈들아~~	0.0	95	0.35	0.3157894736842105	0.07674418604651163	0.11395348837209303	0.03015075376884422	0.035175879396984924
83	84	바지사장 바이든이 진짜 당선 되었다 치더라도 민주당 자체에서 제거될겁니다 그 다음이 해리스 부통령인데 그녀 역시 바지사장으로 제거될거고 민주당내 권력자는 따로 있죠근데 지금 실제 상황은 민주당의 상상을 초월하는 부정선거가 확연히 드러나고 있고 오랜기간 계획된 플랜마저 물거품이되어가고 공화당의 트럼프는 민주당의 오래된 권력자들의 반역죄까지 밝혀 낼 계획인데 민주당으로선 절체절명의 상황으로 몰릴 경우 역시 바지사장 바이든이나 관련자들을 민주당 자체적으로 제거할가능성이 많습니다 도마뱀 꼬리 자르기처럼~	1.0	122	0.2857142857142857	0.21212121212121213	0.07223476297968397	0.13544018058690746	0.0330188679245283	0.0660377358490566
71	72	https://kr.theepochtimes.com/share/554053중국 관영언론, 미 유력매체에 수백만 달러 지급하고 ‘기사형’ 선전물 게재https://youtu.be/L0aa8kBG2O0빅테크, 주류언론, 부정선거에 연류된 모든 기업과 개인- 자산압류 권한 법령】【미국은 현재, 2018년 행정명령-국가 비상상태 선포 상태 (부정선거에 관계한 언론과 회사 개인 모두 자산 압류명령)https://youtu.be/35PWd0RvE_c펜실베니아 청문회 1탄! 트럼프 깜짝출연!(미국 등록된 민주당원도 펜실베니아 부정	0.0	133	0.2962962962962963	0.24390243902439024	0.06651884700665188	0.10643015521064302	0.04608294930875576	0.07373271889400922
72	73	https://youtu.be/bQFeqPHvvqcKraken의 정체? 빅테크 거대 자금과 우편투표와의 관계?https://kr.theepochtimes.com/share/553997[논평]미국 선거를 훔친 도둑들이 엉성해졌다https://kr.theepochtimes.com/share/554053중국 관영언론, 미 유력매체에 수백만 달러 지급하고 ‘기사형’ 선전물 게재https://youtu.be/L0aa8kBG2O0빅테크, 주류언론, 부정선거에 연류된 모든 기업과 개인- 자산압류 권한 법령】【미국은 현재, 201	0.0	124	0.2777777777777778	0.22580645161290322	0.06292134831460675	0.09662921348314607	0.03333333333333333	0.047619047619047616
8	9	당연히 법적인 절차에 따라인증되야지...조지아주.필라델피아는 선거인증이 중단되었고 불법조작 및 매국행위에대한 사법처리가 될것이다. 곧 우리나라도 부정이 드러날것..문정부 아웃	1.0	52	0.3888888888888889	0.35294117647058826	0.061124694376528114	0.08557457212713937	0.030456852791878174	0.03553299492385787
10	11	12월 14일이 지나면 투표 무효되는데 ㅋㅋㅋㅋ 즉, 트럼프는 기존 선거를 무효화시키고 상원선거로 넌어가겠다는 의밉니다.	0.0	37	0.5555555555555556	0.5714285714285714	0.05970149253731343	0.06218905472636816	0.021164021164021163	0.026455026455026454
21	22	이런기사쓰는 기자양반들.. 돈때문에 기사쓰나요? 그럴거면 왜 기자하나요? 기자는국민의 눈과귀가 되어줘야하는데 이렇게 권력과 힘앞에 무너져 그들의 앞잡이하면 기분좋나요.. 본인들도 이런기사쓰면서 괴리감느낄겁니다.. 거짓말그렇게 계속하면서 인생살고싶으십니까?	0.0	78	0.2727272727272727	0.2222222222222222	0.057279236276849645	0.1026252983293556	0.02	0.03
85	86	실제 상황들을 제대로 보세요 미국 쓰레기 언론들 기사 퍼나르지 말고~민주당의 오랜 계획이 모두 들통나게 생겼어요오래전부터 준비해온 거대 음모들이 너무나 확연히 드러나고 있네요 이제부턴 형사권이 발동될겁니다 관련자들 범죄 수준은 반역죄에 해당되고 종신형받을 사람들 쏟아지겠네요	0.0	70	0.3181818181818182	0.3181818181818182	0.056074766355140186	0.07710280373831775	0.03482587064676617	0.03482587064676617
4	5	기자들이 쓰는 언론은 정직 공정한보도를 해야하고 사명감을 가져야함에도 외국 언론내용을 획인도없이배껴쓰기하는것은 수준이하의 작태다 공부들좀하고 진실된보도자세가 필요하다	2.0	53	0.3157894736842105	0.23529411764705882	0.05365853658536585	0.08292682926829269	0.020100502512562814	0.03015075376884422
61	62	미국 대통령 관련 뉴스 특 : 선동은 지들이 유튜브 찌라시 보고 당해놓고 자기들이 거짓 뉴스에 속지 않는 현명한 사람들인줄 알고 기자한테 선동질 하지 말라고 함.	1.0	48	0.35714285714285715	0.4166666666666667	0.05121951219512195	0.06829268292682927	0.025906735751295335	0.025906735751295335
26	27	바보아냐? 온갖 소송으로 선거인단이 구성이 안되는데 구성을 전제로 한 결과승복에 바이든이 당선된 것 마냥 기뻐하는 언론은 뭐지? ㅋㅋㅋ	0.0	35	0.6666666666666666	0.6363636363636364	0.04962779156327544	0.05707196029776675	0.03684210526315789	0.042105263157894736
62	63	이제 보니 대선불복도 다 차기 대선을 위한 쇼같음. 번복 안될거 알면서도 결과에 불복하는 듯한 행동을 하면서 지지자들을 결집시켜서 다음 대선을 노리는 포석을 깔아뒀음.	1.0	50	0.4666666666666667	0.3333333333333333	0.0488997555012225	0.07823960880195599	0.020618556701030927	0.03608247422680412
82	83	부정 선거를 흠모하시는 분들 아주 신이 나셨군요. 삶의 의미를 특이한 데서 찾는 참 재미난 분들. 12월 중순이 지나면 어떤 재미를 찾아 방황하게 될지, 기대합니다. 방향이 예상되긴 합니다.	0.0	57	0.14285714285714285	0.14285714285714285	0.045563549160671464	0.06954436450839328	0.010101010101010102	0.010101010101010102
66	67	"연방총무처(조달청) ""바이든 당선인정 보도는 가짜뉴스, 대통령 선거의 실제 승자는 헌법에서 정한 선거 절차에 따라 결정된다"""	0.0	30	0.5555555555555556	0.5294117647058824	0.04488778054862843	0.04987531172069826	0.04639175257731959	0.05154639175257732
24	25	세계일보에는 영어하는 사람은 뽑지 않는갑따 나도 아는 사실을 모르니 북한방송도 북한은 낙원이라 방송하니 그리 기사쓰는가? 팩트 체크가 팩트는 체크해서 빼라고 만든 언어인듯	0.0	53	0.25	0.3076923076923077	0.043478260869565216	0.06280193236714976	0.020512820512820513	0.020512820512820513
2	3	306명의 선거인단을 바이든이 확보했다고?현지에서 업데이트한거 보고 정확한 기사를 써라..이러니 기레기 소리를 듣지..	6.0	34	0.4	0.4	0.04207920792079208	0.054455445544554455	0.020833333333333332	0.020833333333333332
23	24	"공산당의 선전선동 전략의 노리개로 전락한 주류언론.. ""거짓뉴스로 뒤덮어 가상의 거짓세계를 세뇌시킨다"" 인간은 정보를 통해 상황과 현실을 인지한다 모든 정보를 왜곡시켜 사람들의 행동, 판단력을 조작"	0.0	52	0.15384615384615385	0.16666666666666666	0.040865384615384616	0.06009615384615385	0.019417475728155338	0.019417475728155338
93	94	사태파악도 못하는 정신이상자..언제까지 불복타령이냐？당선시 큰소리 뻥뻥 쳐놓고 꼬라지 보가 참 좋다..낙선되면 미국 떠난다는 약속이나 지켜라.백악관에서 경호원들한테 끌려나가는 모습 봤으면 좋겠다엄청 재밋을건데..	1.0	61	0.16666666666666666	0.16666666666666666	0.03990610328638498	0.06103286384976526	0.014925373134328358	0.014925373134328358
25	26	낙장불입?  기부했으니 끝? 아니지. 소송하고 싸운다고 돈 받아가서 취하하고 말았으면  돌려주지 꿀꺽하려고?  소송해야 주나? 날강도 사기꾼들 아닌가.	0.0	41	0.6	0.5555555555555556	0.0392156862745098	0.05392156862745098	0.02631578947368421	0.031578947368421054
45	46	근데 영어 해석 못하는 네이버 문빠들 왜이리 많아요??  유튜브를 믿는 틀딱이라구요? ㅋㅋㅋ 영어를 못하는 문빠겠지요 푸하하하하하  가서 외신좀 읽으세요 네이버 번역기도 있고 구글번역기도 있구요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와 진짜 틀딱 틀딱 거리면서 젊은것들이 영어해석을 못하네 ㅋㅋㅋ 아이구 문빠들아	0.0	86	0.0	0.0	0.03747072599531616	0.06088992974238876	0.0	0.0
64	65	전세계에서 야당이 부정선거 하는 나라 유일 초강대국 그나라😄 얼마나 여당이 핫바지면🤣 푸틴은 트럼프를 유일하게 인정!	2.0	30	0.3333333333333333	0.38461538461538464	0.03722084367245657	0.04218362282878412	0.02577319587628866	0.02577319587628866
33	34	미국은 부정선거에 단호하게 대처하는데 대한민국은 권력꽁무니에붙어서 불법이 판을치고 도둑놈들이 큰소리치고있음	0.0	33	0.2727272727272727	0.2727272727272727	0.037037037037037035	0.04938271604938271	0.015463917525773196	0.015463917525773196
87	88	너의 친한 친구가 있는 북한으로 가라.늙다리와 로켓맨.너 좋아하는 여자도 한 100명 붙여달라고 해봐.	0.0	33	0.0	0.0	0.037037037037037035	0.04691358024691358	0.0	0.0
30	31	참 무섭다 사이비 광신도들같이 가짜뉴스를 신봉하며 모든거를  부정하는 일부 네티즌들이 얘네들 한테는 진실은 아무런 의미가 없을거야 어차피 또 부정할테니	0.0	43	0.25	0.18181818181818182	0.03631961259079903	0.05084745762711865	0.010256410256410256	0.015384615384615385
35	36	불복 아닌데. 아직 뽑히지도 않은 대통령인데 무슨 불복. 그냥 정의를 찾아가는 과정일 뿐. 한법 대법원 결과 봅시다. 완전 팝콘각이다	0.0	33	0.36363636363636365	0.3	0.0343980343980344	0.044226044226044224	0.015544041450777202	0.02072538860103627
17	18	선거인단이 투표를 못하니까 트럼프 저렇게 말한다 거다 ㅋㅋㅋㅋㅋ지금 경합주 전부다 인증못하게 막아놈 ㅋㅋㅋ 게다가 저시한 지나면 트럼프 재선이 확실함 ㅋㅋㅋㅋㅋ	0.0	39	0.7	0.6666666666666666	0.034229828850855744	0.044009779951100246	0.031746031746031744	0.037037037037037035
81	82	조상때 3족을 멸하는 형벌을 지금도 유지했어야했다.태극기 들딱들이 사기꾼 유투버에 세뇌되어 댓들 다는 수준하고는... ㅉㅉㅉ	2.0	38	0.16666666666666666	0.16666666666666666	0.0340632603406326	0.046228710462287104	0.01020408163265306	0.01020408163265306
67	68	학교를 흔들만한 사고가 터졌다하면 최고 책임자인 학교장이 좌천되던지 해임되듯이 나라를 흔들만한 사건이 터지면 바이든 당선여부와 상관없이 누가 책임지고 내려와야하지???	0.0	45	0.07142857142857142	0.07142857142857142	0.033734939759036145	0.05060240963855422	0.005025125628140704	0.005025125628140704
3	4	제목봐라. 기레기가 쓰레기기사를 썼네. 조사좀 하고 기사를 써라. 선동 좀 그만하고!  바이든, 힐러리, 조지소로소등이 감방 갈지도 모르는 상황이다. 블복? 웃고간다	7.0	50	0.125	0.13333333333333333	0.03357314148681055	0.05515587529976019	0.010050251256281407	0.010050251256281407
76	77	트럼프왕과기사이야기 마이클플린장군사면 축하 앞으로 남은 글로벌리스트 딥스테이트 대량체포시작될것 지구와지구인류의진정한자유시작 게사라네사라 빛의세계로 WWG1WGA KQ QANON	1.0	44	0.125	0.13043478260869565	0.03333333333333333	0.03571428571428571	0.014563106796116505	0.014563106796116505
5	6	20대에 좌파가 아니면 열정이 없는것이고 40대 넘어서 좌파면 지식과 지능이 없는것이다	7.0	29	0.0	0.0	0.03258145363408521	0.05263157894736842	0.0	0.0
78	79	네이버 할배들 트럼프가 그렇게 좋은가 봄ㅋㅋㅋㅋㅋ 트럼프는 당신들이 누군지도 몰라요ㅋㅋㅋ 누가 보면 미국시민인줄 알겠네	0.0	30	0.42857142857142855	0.3333333333333333	0.03201970443349754	0.03694581280788178	0.010526315789473684	0.015789473684210527
69	70	Jo를 당선인이라고 단정짓고있는 기사인데 읽어볼것도 없지	0.0	18	0.3333333333333333	0.3333333333333333	0.03015075376884422	0.03015075376884422	0.005319148936170213	0.005319148936170213
65	66	완또  미국은 지가당선되면 민주주의~  떨어지며  제3국가~~완전 상식없는  늙은이	0.0	22	0.25	0.25	0.029850746268656716	0.029850746268656716	0.010416666666666666	0.010416666666666666
20	21	아직도 우리국민이 개돼지로보이냐 이 기레기시키야 니가쓰는대로 믿을거같냐? 어제 펜실베니아 청문회는 보고이야기하냐?	0.0	38	0.0	0.0	0.02912621359223301	0.03640776699029126	0.0	0.0
47	48	미국도 정치판이 늙어 가네. 바이든 취임하면 이미 팔순인데.	0.0	17	0.5	0.5	0.027707808564231738	0.030226700251889168	0.015873015873015872	0.015873015873015872
14	15	아직  개표가 마무리된건 아니잖아   그러니  승복이니  할복이니   당선자니  낙선자니   그런 용어 사용을 자제 하세요  아직은  불확실성이 너무 많아요	1.0	37	0.3	0.3	0.0267639902676399	0.031630170316301706	0.015544041450777202	0.015544041450777202
37	38	지저분한 넘이네. 지저분한 넘 좋아하는 넘들도 있네.	0.0	19	0.0	0.0	0.02531645569620253	0.035443037974683546	0.0	0.0
89	90	4년전에 트럼프한테 투표한 미국인 본인손모가지를 자르고싶것다	1.0	16	0.42857142857142855	0.42857142857142855	0.02512562814070352	0.02512562814070352	0.015789473684210527	0.015789473684210527
84	85	재임할거니까 불복할필요가없지 민주당의부정규모가 장난아니다	1.0	18	0.5	0.5	0.02512562814070352	0.03015075376884422	0.021052631578947368	0.021052631578947368
91	92	바이든 치지자도 아니지만 결과에 성복않는 또람프가이해불가.	1.0	18	0.2857142857142857	0.2857142857142857	0.025	0.025	0.010471204188481676	0.010471204188481676
53	54	손과 발이 일하기 위해서 머리보다 높이 올라가는 것도 싫어하는 사람	0.0	20	0.3333333333333333	0.3333333333333333	0.025	0.03	0.010526315789473684	0.010526315789473684
70	71	세계 운명이 달린 문제다.이번 기회에 딥스테이트 사악한 세력들 싸그리 청소해야 한다.	0.0	21	0.2	0.2	0.024875621890547265	0.02736318407960199	0.010309278350515464	0.010309278350515464
43	44	국내 쓰렉이 언론들의 사기선거 가짜당선 호소인 바이든 빨기 프로젝트	0.0	20	0.3	0.3	0.022388059701492536	0.024875621890547265	0.015544041450777202	0.015544041450777202
9	10	판세 다 뒤집힘 ㅋ 당당히 유투브 보고옴 ^^ 유투브가 가짜음모론 퍼트린다는 좀벌레들은 유투브 가서 설치기를	2.0	30	0.0	0.0	0.022058823529411766	0.024509803921568627	0.0	0.0
38	39	이자식 투표인단 꼬셔서 지편만드려고 ㅋㅋㅋㅋㅋ 가능하겟다 투표를 2번씩이나하는 후진국가 자우 민주주의?개가웃겟다 멍멍멍 ㅋㅋㅋㅋㅋㅋ	0.0	35	0.25	0.18181818181818182	0.021844660194174758	0.02912621359223301	0.010256410256410256	0.015384615384615385
1	2	우리나라 4.15 부정선거 연루자들 중국 망명 준비설 사실이냐?	14.0	17	0.3	0.3	0.0199501246882793	0.0199501246882793	0.015544041450777202	0.015544041450777202
40	41	극우탈 쓰고 유튜브 개설해서 조회수 빨면 누구라도 돈벌기 쉽겠다	0.0	19	0.25	0.25	0.019851116625310174	0.019851116625310174	0.010416666666666666	0.010416666666666666
56	57	개웃기는게 여기있는 틀딱할배들은 조중동이나 CNN은 안믿으면서 믿는다는게 아무소리나 지껄일 수 있는 유튜브 가짜뉴스들임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0.0	40	0.0	0.0	0.01937046004842615	0.03389830508474576	0.0	0.0
0	1	민주당 후보는 백악관대신 깜빵으로 직행할 것임	19.0	12	0.375	0.375	0.017632241813602016	0.017632241813602016	0.015706806282722512	0.015706806282722512
54	55	이상황을 꼭뒤집어서보여주세요 볼만하겠다	0.0	13	0.0	0.0	0.017587939698492462	0.017587939698492462	0.0	0.0
46	47	트럼프야 개기라 트뽕놈들이응원한다  부정선거   히히	0.0	14	0.5714285714285714	0.5714285714285714	0.017543859649122806	0.017543859649122806	0.021164021164021163	0.021164021164021163
19	20	국기연 기자님 제대로된 정보를 알리는게 기자님의 직업 윤리 아닌가요?	0.0	17	0.42857142857142855	0.3333333333333333	0.0175	0.02	0.010526315789473684	0.015789473684210527
55	56	언제까지 가짜뉴스 퍼 나르면서 월급받을거니?. 기래기들아.	0.0	20	0.0	0.0	0.017369727047146403	0.022332506203473945	0.0	0.0
6	7	트럼프는  백악관으로  바이든은   감옥으로	0.0	8	0.6	0.6	0.015267175572519083	0.017811704834605598	0.015957446808510637	0.015957446808510637
32	33	바이든아 사면해준다하고 빨리 끝내.	0.0	10	0.5	0.5	0.015151515151515152	0.015151515151515152	0.0053475935828877	0.0053475935828877
79	80	추하다 추해 미국 역사상 오점으로 남을 대통령	0.0	11	0.3333333333333333	0.3333333333333333	0.015113350125944584	0.015113350125944584	0.010526315789473684	0.010526315789473684
73	74	이제 세상 그 어떤곳도 자유민주주의는 없다!	0.0	11	0.25	0.25	0.015113350125944584	0.015113350125944584	0.005291005291005291	0.005291005291005291
77	78	그동한 구라친게 얼만데 ㅋㅋ 그때되서 또 불복함 ㅋ	0.0	14	0.2	0.2	0.015	0.015	0.005263157894736842	0.005263157894736842
44	45	불복 같은 소리 하고 자빠졌네 ㅋ	0.0	9	0.3333333333333333	0.3333333333333333	0.012626262626262626	0.012626262626262626	0.005319148936170213	0.005319148936170213
49	50	쇼만  일삼는  쇼쟁이는  아웃   ..우리나라도   .	0.0	14	0.0	0.0	0.012594458438287154	0.020151133501259445	0.0	0.0
58	59	미국에서 언론보다랑 우리나라 언론보다랑 틀ㄹㄱ다 확인해봐라	0.0	16	0.375	0.2857142857142857	0.0125	0.015	0.010471204188481676	0.015706806282722512
51	52	트럼프가 무식한 한국 ㅂ ㅕㅇ 시 ㄴ들이랑 엮여서 이게 도대체 무슨 피해야	0.0	17	0.125	0.125	0.012376237623762377	0.012376237623762377	0.0051813471502590676	0.0051813471502590676
59	60	어렵지않을까싶다	0.0	6	0.0	0.0	0.01015228426395939	0.01015228426395939	0.0	0.0
31	32	저널리즘이라곤없는받아쓰기	0.0	7	0.0	0.0	0.010126582278481013	0.010126582278481013	0.0	0.0
11	12	14일 이전에 바이든 뒤진다는 소리임	1.0	8	0.25	0.25	0.010101010101010102	0.010101010101010102	0.005291005291005291	0.005291005291005291
28	29	찌질이가 승복할까?  쫒겨날 것 같은데	0.0	10	0.3333333333333333	0.3333333333333333	0.010050251256281407	0.010050251256281407	0.005319148936170213	0.005319148936170213
34	35	기계음으로 나불거리는 싸구려 유튜브나 믿는 미친인간들 ㅉㅉㅉ	0.0	13	0.0	0.0	0.01	0.0125	0.0	0.0
13	14	부정선거 들통났음 이제 중공 문죄인 x됐음~ㅎ	0.0	14	0.3333333333333333	0.3333333333333333	0.00997506234413965	0.00997506234413965	0.010526315789473684	0.010526315789473684
36	37	졌으면 빨리겨들어가지 드럽게 질기네  신사되긴글렀다	0.0	14	0.0	0.0	0.009950248756218905	0.009950248756218905	0.0	0.0
92	93	미합중국 대통령 조 바이든	1.0	4	0.6	0.6	0.007633587786259542	0.007633587786259542	0.015957446808510637	0.015957446808510637
90	91	걸러야할 링크 : 유튜브, 에포치타임즈, 파이낸셜	1.0	11	0.0	0.0	0.007518796992481203	0.010025062656641603	0.0	0.0
60	61	큰쌀집 늙다리 노인네 그 꼬장을 뉘가 말리뇨?	0.0	13	0.0	0.0	0.007462686567164179	0.007462686567164179	0.0	0.0
86	87	빙구 때  기	0.0	3	0.0	0.0	0.005089058524173028	0.005089058524173028	0.0	0.0
22	23	바이든 당선 호소인읍소인	0.0	6	0.2	0.2	0.005063291139240506	0.007594936708860759	0.005263157894736842	0.005263157894736842
57	58	기자 윤리 실종...	0.0	5	0.25	0.25	0.005063291139240506	0.005063291139240506	0.005291005291005291	0.005291005291005291
75	76	빨리 집에 가라	0.0	5	0.0	0.0	0.005063291139240506	0.005063291139240506	0.0	0.0
68	69	선거에 패했으면 조용히 꺼져라	0.0	6	0.5	0.5	0.005050505050505051	0.005050505050505051	0.0053475935828877	0.0053475935828877
48	49	댓글 잼나네여 ㅋㅋ	0.0	6	0.0	0.0	0.005050505050505051	0.005050505050505051	0.0	0.0
80	81	태극할배들 어쩌누? 꺼이꺼이	0.0	8	0.0	0.0	0.005025125628140704	0.005025125628140704	0.0	0.0
27	28	기사가 개그?	0.0	4	0.0	0.0	0.002531645569620253	0.002531645569620253	0.0	0.0
74	75	희대의 얼가니ᆢ	0.0	5	0.0	0.0	0.0025252525252525255	0.0025252525252525255	0.0	0.0
29	30	어용언론임 ㅋㅋ	0.0	5	0.0	0.0	0.0025252525252525255	0.0025252525252525255	0.0	0.0
50	51	댓글 재밌네 ㅋㅋㅋㅋㅋㅋ	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0
52	53	럼프형 힘내요!	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0
